Month,Day,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,5,6,7,8,9
7,1,5304.67611612743,4999.234352317884,5196.8333416467185,5426.801460003298,5748.534616578112,6037.956062818897,6269.49257039515,6326.249700892984,6244.22300471664,6127.9252345147415,5958.487370378198,5148.706597136386,5770.974981383233,5687.917754541145,5628.57198284047,5521.88072070782,5514.610621172296,5519.414755929179,5531.350946640876,5537.018890544558,5593.622398871786,5666.77054665192,5026.795995965256,5706.0162272073685,5823.815412597563,5989.591487004341,6246.675235471328,6557.320924025337,6896.7246973490865,7071.890177112984,7089.056736304988,7080.057684863925,6954.755680443787,4988.314050032053,6891.94321913656,6829.931984809418,6656.176152737426,6473.89266912849,6310.126619413381,6146.895149223327,6033.781955672334,5871.385526374203,5669.190106300141,4937.769655832008,4977.9205432584,4978.669517737331,4917.909595345072,4975.184755705152
7,2,5535.1400977823805,5122.925401352147,5342.039362492591,5567.590820811016,5921.514412403577,6197.29084682233,6380.710875524617,6359.309753156829,6238.7482078468865,6060.210580585022,5843.888467130181,5375.88789246078,5637.861878660306,5448.053984654779,5291.205397886676,5200.731219403594,5160.689538930224,5148.644308710178,5139.507428333832,5201.559472535738,5284.3810673907155,5369.37245279265,5229.276329109191,5468.257105025012,5621.14413276571,5806.78074296727,6129.762992116453,6461.134378055313,6857.471857202033,7119.060350827308,7163.612679316083,7199.521706800855,7099.473614463384,5121.68725501517,7025.568597508151,6987.492194251946,6818.8962144715215,6646.847609262043,6462.762026269315,6266.286116098024,6131.855885861029,5929.327522295794,5732.0157904479765,5083.648364548547,5027.561754339167,5012.457549864297,5016.488912383576,5024.490352960208
7,3,5415.495192467255,5036.943056772526,5227.400532632218,5452.379594852362,5790.456801454692,6055.862705621177,6219.142449183298,6197.616620960873,6002.288297156329,5786.613319158872,5544.758675076157,5255.940563415934,5324.264112010603,5144.71457063596,5016.298369185648,4903.867079507322,4841.120480639371,4821.821337410278,4813.068446858257,4863.454905567324,4964.074723668165,5093.6047737684075,5110.089993966389,5253.026411962785,5454.2197361517,5676.945321279613,5992.059890660326,6317.566395584525,6647.199985264536,6906.7869141916135,6928.644171673959,6950.822813562404,6869.934226485828,4993.300505342864,6808.855678567916,6777.169525193562,6626.167400066831,6456.7551052921435,6293.983194723417,6109.3334649983135,5964.9304612931965,5803.235329196939,5603.006244359376,4960.36673645696,4914.120505813948,4959.482784541948,4909.118217753496,4929.65757565108
7,4,5377.114827195202,5018.571944586719,5219.276709401652,5442.461281135834,5758.8441605117405,6050.725599685579,6201.851066241287,6163.328300201368,5974.32424315432,5790.102303631745,5577.776650007055,5221.717643947406,5373.731489138798,5169.878114739554,5037.863774048933,4925.529406351302,4885.316556769272,4878.0015097832875,4914.401305524758,4979.563337328494,5056.837404208565,5194.849621746328,5077.5278734522435,5308.08590019832,5501.870781590384,5694.468894730539,5983.551281132079,6285.694749917248,6604.4614551775285,6835.156186706779,6877.877939035042,6935.653878054126,6869.678845268114,5031.454826667038,6830.177765410355,6795.792854037679,6647.007433500245,6469.689595248137,6297.042434016704,6125.437352828251,5999.4288035864665,5814.195622055737,5606.62817078952,4997.8257135340855,4949.862091975514,4940.156122106192,4933.6004702806185,4986.64867009613
7,5,5397.682669471518,5032.3151701849665,5222.2397953290565,5439.308544210255,5752.71491069987,6011.96162403211,6162.547014426976,6183.288940724066,6067.163117045018,5924.536394722231,5766.4443517709715,5243.886372369986,5619.471072950184,5456.449759741568,5334.750578289795,5233.969018783517,5221.091147085526,5227.2138950455355,5189.381584498196,5209.160543485484,5259.21259269719,5367.10140221139,5092.291538362032,5448.747409419384,5611.041964423826,5785.038622358224,6038.567117193919,6293.078474041686,6562.020485293324,6722.725058198417,6722.703712118961,6729.192039482007,6658.041950388952,5064.131537744504,6630.132402488339,6600.779594375691,6463.786931885168,6333.0069038545125,6203.647954574769,6018.827430220708,5952.408308141555,5812.846262428822,5623.777900360979,5031.953717650668,4986.784616935732,4959.228185244292,4979.751982228765,5001.273582164456
7,6,5423.8702218904455,4952.298221063478,4969.274680249628,5059.705349258164,5204.0635391296555,5328.133075311758,5360.674725562059,5394.487925276329,5358.016667472524,5272.002414003614,5136.528197183323,5262.210257328234,4968.50185993973,4804.8237860109675,4672.4171623884995,4534.87680041276,4650.758720772889,4620.2450200185785,4640.558297282762,4494.877064267696,4544.231475321458,4619.69768204482,5102.376304524017,4735.994066211024,4926.388037359285,5144.950177567403,5463.469805605627,5811.570737347194,6149.643952722077,6347.99982785443,6401.213558861559,6419.62146321507,6330.93466378973,5041.541918463734,6302.532512250103,6295.2491295849495,6191.936868372145,6089.103272991898,6013.750795997788,5925.636198463699,5858.417433927306,5721.099197733519,5563.331323609635,4974.578578772036,4929.76800698487,4917.014940041742,4902.373297727312,4976.934715331786
7,7,5382.203225035346,4910.940404509684,4976.353517437744,4969.200717167754,5062.400679935696,5166.987143595468,5206.403815599697,5199.242677033528,5119.287786030046,5011.938118466384,4872.673174931969,5221.896927250332,4734.58780013555,4553.955611343195,4523.180576040268,4448.84768227059,4374.693339170898,4429.80393325896,4544.809537240819,4499.3136627850545,4414.789983321674,4426.765870208235,5075.351837780438,4590.9571473293345,4844.8908779933745,5107.9298214554565,5482.490362195528,5880.418124406499,6287.695617027604,6558.317226208031,6636.018897102719,6653.757584840023,6565.92207216557,5021.256498495061,6517.3857996900615,6497.82718139393,6355.325295605761,6210.079527295423,6077.825740332966,5935.424126484878,5820.282916719423,5655.5533326189225,5487.467428496975,4938.6048957762905,4905.789303628582,4874.930017282316,4937.497367156364,4880.268017079874
7,8,5359.472280452554,5066.433670498848,5275.952018894813,5545.980049750706,5909.23818783174,6236.219281108179,6422.432037061151,6408.781421619652,6208.449427360489,5958.323488015494,5748.33712405768,5217.717803950382,5496.475344547064,5345.904237836592,5216.7413264528805,5054.475311536629,4996.595917461355,4962.949309982955,4981.0585429261,5030.9719944268545,5121.519413164592,5266.592733596632,5081.37065633131,5393.289638186318,5595.935370284438,5811.76722561767,6105.580027043794,6433.873094833546,6824.043428401606,7089.338280647408,7139.265364145157,7147.317126421258,7035.7332132875135,5008.681594538318,6965.08182357726,6917.496595049464,6749.48372668535,6573.49965536257,6406.809381408575,6206.025067745856,6057.763656579198,5881.682060159949,5674.670456008046,4948.532820890048,4973.12678298652,4993.595216060044,5008.513700371814,4948.817697697912
7,9,5479.241976992314,5088.0653522894345,5300.784877346114,5541.309635135531,5903.917622043155,6224.602710139667,6407.882089396024,6390.321888085584,6224.799337963036,6009.425915201945,5751.811557116858,5321.82191696849,5520.006761584396,5324.164231543009,5146.261808195622,5043.368218226496,5010.835180408578,5004.925374917232,5017.515208522038,5054.675449456182,5123.540799737925,5231.489249923182,5171.578676584184,5326.00938997462,5476.2638969039235,5678.010541484142,5994.694123354684,6345.792934762054,6722.772627852547,7020.335551220262,7020.886967981151,7080.006109760301,7005.993720437518,5053.983449046142,6954.971876920526,6934.183320532764,6775.423861569134,6601.705446274073,6432.507017789322,6231.022972604523,6088.052475044314,5911.192619192848,5710.034599695819,5017.501496760819,4975.670431849404,4959.581271576394,4953.62044468208,4983.238594745594
